Site,Participant_ID,RowNumber,session_id,age,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,StartDate.x,EndDate,NumberofDays,Pool2a,Pool2b,Pool2c,Pool2d,Pool3,Pool4,Pool5a,Pool6,Pool7b,Pool7c,Pool7d,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool17,Pool18,Pool19a,Pool19b,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bigfive_order,debrief_order,demographics_order,elmques_order,filler1_order,filler2_order,galinskyvignette_order,inlab_order,intrinsic_order,mcfiller_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempestimate_order,tempfollowup_order,welcome_order,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,DaysSinceMonthLab,DaysSinceAugLab,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
CarletonUniversity,36,2080,7580307,19,357,330,354,351,348,345,342,339,336,333,3,4,6,5,7,7,7,5,3,4,7,5,7,5,5,6,2,3,3,3,4,4,2,1,4,4,4,4,3,3,3,3,1,3,1,5,Neuroscience and Mental Health,0,3,2,0,2,6,5,4,2,1,4,5,2,1,6,4,4,3,1,6,2,20,4,2,3,4,3,3,71.6,5,4,7,7,7,2,15,1,A,11/25/2014,ZvA,21.3,SR-II,20,6,C,Friday,4,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,240.000002,8,31,12,16,14,17,13,15,29,36,35,10,19,20,21,11,32,6,7,34,30,37,33,27,0,28,25,22,24,23,4,3,1,11/25/2014,9:50,11,25,14,92,117,92,117,31,36,0.861702128,0.861702128,Pass,5.5,4.5,2,5.5,5,3.466666667,2.5,4.333333333,4,4,2,2.75,LowPower,NoCredentials,Male,BestGrade,1,1,1,0,0,3,+,CommunalMale,Communal,MaleTarget,5.8,1.150793651,1,0
CarletonUniversity,37,2081,7580327,20,357,330,354,351,348,345,342,339,336,333,4,5,3,6,6,5,6,6,2,6,6,5,6,6,5,2,1,2,2,1,3,3,4,4,2,2,3,3,2,4,2,3,1,5,1,4,Business,1,-1,3,0,2,4,3,3,4,4,2,3,4,2,30,4,4,2,1,3,2,20,3,3,4,3,3,4,59,6,4,5,6,4,1,7,2,B,11/25/2014,ZvA,21,II-SR,10,6,A,Monday,4,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,240.000002,26,34,9,11,13,10,12,14,29,36,35,3,17,18,19,15,27,24,25,30,31,37,32,33,0,28,8,5,7,6,22,21,1,11/25/2014,10:02,11,25,14,92,117,92,117,31,36,0.861702128,0.861702128,Pass,4,2.5,3.5,4.5,6,2.266666667,4.5,2.333333333,4,4,3,3.5,LowPower,NoCredentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalFemale,Communal,FemaleTarget,5.6,-0.849206349,-1,1
CarletonUniversity,38,2194,7602936,22,257,230,254,251,248,245,242,239,236,233,6,1,7,2,6,7,7,1,7,2,9,9,9,8,8,7,1,3,4,2,3,4,3,2,4,4,4,4,3,4,4,3,,,,,Accounting,0,1,1,0,1,2,2,3,4,4,4,3,2,,,3,5,2,1,6,,,6,7,3,5,5,1,68,5,2,7,7,7,,,1,A,12/2/2014,ZvA,21.3,II-SR,20,7,A,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,134.9999995,2,32,3,6,7,8,4,5,33,36,35,10,14,15,16,11,31,18,19,29,30,37,34,28,0,27,26,23,25,24,22,21,1,12/2/2014,12:02,12,2,14,122,124,122,124,31,36,0.936170213,0.936170213,Fail,6,7,3.5,7,1.5,3.4,6,3,3,5,7,1.5,,NoCredentials,Female,WorstGrade,,,,,,,,CommunalFemale,Communal,FemaleTarget,8.6,-0.182539683,1,1
CarletonUniversity,39,2313,7608844,20,359,350,358,357,356,355,354,353,352,351,5,5,6,6,7,7,6,3,5,2,6,5,3,7,7,1,1,2,2,3,3,4,2,2,3,3,3,3,3,4,4,4,1,4,2,2,Computer Science,0,3,2,2,3,1,1,4,2,4,4,4,2,2,3,4,4,2,1,5,2,5,6,6,3,4,2,4,78.8,6,3,7,6,6,2,1,3,A,12/3/2014,RD,20.9,SR-II,10,7,B,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,202.9999965,11,27,2,4,3,5,7,6,32,36,35,14,16,17,18,19,33,25,26,29,31,37,28,34,0,30,23,20,22,21,10,9,1,12/3/2014,14:49,12,3,14,122,125,122,125,31,36,0.946808511,0.946808511,Pass,6.5,5.5,3,4.5,4.5,3.133333333,7,3.666666667,4,4,6,3.25,HighPower,Credentials,Female,WorstGrade,1,0,0,0,0,1,-,AgenticFemale,Agentic,FemaleTarget,5.6,0.484126984,-1,1
CarletonUniversity,4,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,9/9/2014,CC,21.9,SR-II,20,6,B,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,40,31,36,,0.042553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CarletonUniversity,40,2332,7609355,21,357,331,354,351,349,346,343,340,337,334,6,4,7,6,5,6,7,3,5,6,6,5,6,5,3,7,1,2,2,1,4,3,2,2,4,2,4,2,3,2,4,4,1,3,1,8,Political Science: international relations,1,2,1,0,1,4,4,3,2,4,3,3,2,2,13,3,4,2,4,2,1,6,2,5,4,4,3,4,59,7,2,7,7,4,2,12,4,A,12/3/2014,CC,21.4,SR-II,20,7,B,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,184.9999999,20,31,21,22,25,24,23,26,28,36,35,18,14,15,16,19,29,3,4,33,34,37,32,27,0,30,9,6,8,7,12,11,1,12/3/2014,16:43,12,3,14,122,125,122,125,31,36,0.946808511,0.946808511,Pass,3.5,6,4,5.5,4.5,2.866666667,4,3.166666667,3,4,5,3.25,HighPower,Credentials,Female,BestGrade,1,1,0,1,0,3,+,AgenticFemale,Agentic,FemaleTarget,5,-0.015873016,-1,0
CarletonUniversity,41,2451,7624260,22,357,330,354,351,,345,342,339,336,333,1,3,5,6,6,5,6,5,5,2,3,4,4,4,4,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,5,biology,2,1,1,0,1,2,1,3,3,3,3,3,3,2,4,3,3,2,4,5,1,5,4,3,4,3,3,3,80.6,5,4,6,6,4,2,5,2,B,12/8/2014,ZvA,21.4,II-SR,10,4,C,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,175.0000032,12,34,21,22,25,23,24,26,27,36,35,20,3,4,5,7,28,14,15,31,32,37,30,33,0,29,11,8,10,9,18,17,1,12/8/2014,11:35,12,8,14,122,130,122,130,31,36,1,1,Fail,6,4,2,5.5,4.5,2.666666667,6.5,3,3,3,3,3.25,HighPower,NoCredentials,Female,WorstGrade,1,1,0,1,0,3,+,AgenticFemale,Agentic,FemaleTarget,3.8,-0.182539683,-1,0
CarletonUniversity,42,2452,7624350,20,357,330,354,351,348,345,342,339,336,333,2,2,7,2,5,7,6,2,7,3,6,5,5,4,5,6,2,3,3,2,3,2,2,2,3,3,4,2,2,3,2,4,1,7,1,6,Criminology,0,3,2,1,1,2,2,2,2,2,4,3,2,1,8,4,5,2,4,6,1,7,5,5,2,2,4,2,68,5,3,6,6,4,1,5,2,C,12/8/2014,ZvA,,II-SR,20,6,C,Monday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,170.0000001,11,32,5,10,7,9,6,8,28,36,35,25,17,18,19,26,30,3,4,33,29,37,31,34,0,27,15,12,14,13,23,22,1,12/8/2014,11:56,12,8,14,122,130,122,130,31,36,1,1,Pass,5,6.5,1.5,6,1.5,2.8,6,3.5,4,5,5,2.5,LowPower,Credentials,Male,WorstGrade,1,1,1,1,1,5,+,CommunalMale,Communal,MaleTarget,5,0.317460317,1,0
CarletonUniversity,43,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,12/8/2014,ZvA,21.4,SR-II,10,7,A,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,130,31,36,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CarletonUniversity,44,2455,7624691,18,357,330,354,351,348,345,342,339,336,333,3,2,3,5,7,2,6,6,5,5,6,5,4,3,3,6,2,3,3,3,3,3,2,2,3,2,4,3,4,2,3,4,2,6,1,7,Computer Science,1,1,2,2,1,3,2,3,4,4,4,4,4,1,8,3,5,2,2,6,1,8,5,5,3,4,3,3,71.6,4,3,6,7,5,2,3,2,B,12/8/2014,ZvA,26.6,SR-II,20,5,A,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,86.0000025,19,30,2,5,7,3,6,4,29,36,35,22,9,10,11,26,31,24,25,27,28,37,33,34,0,32,18,15,17,16,14,13,1,12/8/2014,14:02,12,8,14,122,130,122,130,31,36,1,1,Pass,5,2.5,4.5,6,4,3.066666667,5.5,2.833333333,3,5,5,2.75,HighPower,Credentials,Male,BestGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,4.2,-0.349206349,1,0
CarletonUniversity,45,2459,7625507,27,357,330,354,351,348,345,342,339,336,333,2,1,6,3,7,7,7,2,2,3,7,7,7,6,6,Caucasian & Spanish,1,3,3,4,4,4,2,2,4,4,4,4,3,4,4,4,,0,1,1,Neuroscience & mental health,0,2,1,1,3,3,3,4,1,1,5,4,2,2,3,4,4,2,4,3,1,5,5,3,3,3,3,4,80.6,6,2,7,7,5,2,0,3,A,12/8/2014,CC,21.9,II-SR,10,6,B,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,124.0000013,18,32,10,15,13,11,12,14,29,36,35,17,20,21,22,23,33,7,8,27,30,37,31,34,0,28,5,2,4,3,26,25,1,12/8/2014,17:09,12,8,14,122,130,122,130,31,36,1,1,Pass,6,6,1.5,7,4.5,3.666666667,5,4.5,4,4,3,3.25,LowPower,Credentials,Female,WorstGrade,,1,0,1,0,,,CommunalMale,Communal,MaleTarget,6.6,1.317460317,-1,0
CarletonUniversity,46,2462,7625780,19,357,330,354,351,348,345,342,339,336,333,2,2,4,6,5,3,7,5,5,2,8,6,7,6,6,6,2,4,4,4,4,4,2,1,3,3,3,3,2,2,4,4,1,1,2,5,Undeclared Major,0,2,2,0,2,5,4,3,2,2,4,3,2,2,7,3,3,1,1,4,1,3,5,3,3,2,2,2,69.8,5,3,6,6,6,2,6,1,A,12/8/2014,CC,21.9,II-SR,20,7,B,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,122.9999992,8,33,19,21,23,24,20,22,29,36,35,7,3,4,5,25,32,10,11,28,34,37,31,30,0,27,18,15,17,16,14,13,1,12/8/2014,17:54,12,8,14,122,130,122,130,31,36,1,1,Fail,5.5,3.5,3.5,6.5,4.5,3.4,3.5,3.666666667,3,3,3,3.25,,NoCredentials,Male,WorstGrade,1,0,0,1,0,2,-,CommunalMale,Communal,MaleTarget,6.6,0.484126984,1,0
CarletonUniversity,5,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,9/9/2014,CC,21.9,II-SR,10,5,C,Monday,4,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,40,31,36,,0.042553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CarletonUniversity,6,257,7406991,18,357,340,354,351,348,345,352,349,346,343,7,5,6,2,5,1,5,1,4,3,4,3,4,5,5,6,1,2,1,2,3,3,4,4,4,3,4,2,2,4,1,4,,,1,,Criminal Justice and Criminology,0,3,1,0,2,2,1,3,2,4,1,2,3,,,4,4,2,1,1,,,4,6,2,4,2,1,,4,3,7,6,5,2,3,1,A,9/9/2014,CC,21.9,II-SR,20,6,C,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,85.99999433,10,32,18,22,20,21,23,19,31,36,35,17,6,7,8,15,34,25,26,28,29,37,33,30,0,27,14,11,13,12,4,3,1,9/9/2014,13:03,9,9,14,31,40,31,40,31,36,0.042553191,0.042553191,Pass,5,6.5,7,4,3,2.466666667,6.5,2.5,4,4,6,2.25,LowPower,Credentials,Female,WorstGrade,,1,,,0,,,AgenticFemale,Agentic,FemaleTarget,4.2,-0.682539683,1,0
CarletonUniversity,7,266,7407430,18,357,330,354,351,348,345,342,339,336,333,4,3,5,6,7,2,6,3,5,1,6,4,5,5,5,6,1,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,2,23,1,8,Neuroscience and Mental Health,0,3,1,0,1,3,3,3,2,2,4,5,2,2,13,4,4,2,1,4,1,6,5,3,3,3,4,3,68,4,2,6,7,4,2,18,1,A,9/9/2014,CC,21.9,SR-II,10,6,A,Friday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,184.9999999,8,29,2,7,5,3,4,6,32,36,35,21,17,18,19,22,34,10,11,33,28,37,27,30,0,31,26,23,25,24,15,14,1,9/9/2014,14:25,9,9,14,31,40,31,40,31,36,0.042553191,0.042553191,Fail,7,5,5,5.5,4.5,3.2,5,4,4,4,3,2.75,HighPower,NoCredentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,5,0.817460317,1,0
CarletonUniversity,8,301,7409617,17,357,330,354,351,348,345,342,339,336,333,2,6,6,4,3,7,5,4,4,7,4,5,3,6,5,6,2,2,2,1,2,2,2,2,3,3,4,2,2,3,3,3,1,6,1,5,Commerce,0,1,3,0,1,4,4,1,4,3,3,1,4,2,8,5,4,2,1,2,2,7,5,5,3,5,4,1,69.8,6,3,6,6,4,1,4,1,A,9/10/2014,CC,19.6,SR-II,20,5,A,Monday,5,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,205.0000014,10,33,11,13,16,14,15,12,29,36,35,6,23,24,25,21,27,3,4,32,28,37,30,31,0,34,20,17,19,18,9,8,1,9/10/2014,11:40,9,10,14,31,41,31,41,31,36,0.053191489,0.053191489,Pass,2,5,1.5,3.5,4,2.533333333,4,2,5,4,5,1.75,LowPower,NoCredentials,Male,BestGrade,1,1,0,0,1,3,+,AgenticFemale,Agentic,FemaleTarget,4.6,-1.182539683,1,0
CarletonUniversity,9,302,7409728,17,357,330,354,351,348,345,342,339,336,333,7,4,6,6,5,2,6,2,3,1,6,5,6,7,8,6,1,3,2,2,4,4,3,2,4,3,3,4,2,3,2,4,1,4,2,6,English,0,3,1,0,1,3,2,4,3,4,2,5,2,2,7,4,4,2,1,1,1,3,4,6,2,4,3,4,66.2,5,2,6,6,2,2,6,1,A,9/10/2014,CC,19.6,II-SR,10,6,B,Friday,4,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,71.99999671,14,32,15,17,18,20,19,16,30,36,35,3,11,12,13,21,29,8,9,31,28,37,33,27,0,34,25,22,24,23,6,5,1,9/10/2014,12:22,9,10,14,31,41,31,41,31,36,0.053191489,0.053191489,Pass,6,6,6.5,5,5.5,3,5.5,3.333333333,4,4,6,2.75,LowPower,NoCredentials,Female,BestGrade,1,0,0,1,0,2,-,AgenticMale,Agentic,MaleTarget,6.4,0.150793651,1,0
CarletonUniversity,,2453,7624529,,,,,,,,,,,,,,,,,,,,,,7,8,9,8,5,,,,,,,,,,,,,,,,,,2,,2,15,,1,3,3,1,3,,,,,,,,,1,12,,,,,,2,14,,,,,,,68,6,3,5,6,4,2,20,,,,,,,,,,,,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,139.9999938,2,,13,15,14,16,18,17,,,,8,,,,22,,4,5,,,,,,0,,12,9,11,10,21,20,1,12/8/2014,13:03,12,8,14,122,130,,,31,36,1,,,,,,,,,,,,,,,,NoCredentials,,WorstGrade,0,0,1,0,0,1,-,AgenticFemale,Agentic,FemaleTarget,7.4,,1,
CarletonUniversity,,181,7392194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,0.999993319,6,29,18,22,19,20,21,23,27,36,35,17,12,13,14,15,30,25,26,32,33,37,31,28,0,34,10,7,9,8,5,4,1,9/2/2014,13:50,9,2,14,31,33,,,31,36,-0.031914894,,,,,,,,,,,,,,,,,,,,,,,,,,CommunalFemale,Communal,FemaleTarget,,,1,
CarletonUniversity,,800,7459564,20,357,334,354,351,349,347,344,341,339,337,6,2,5,2,7,6,7,1,7,1,4,4,4,4,5,1,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,1,10,1,10,communications,-3,2,2,2,1,1,1,4,1,1,3,3,4,1,12,3,3,1,1,4,2,9,5,6,3,4,5,4,,6,3,7,6,6,2,5,2,,,,,,,,,,,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,240.000002,6,31,21,26,22,25,23,24,27,36,35,8,3,4,5,13,34,15,16,29,33,37,32,28,0,30,20,17,19,18,11,10,1,10/2/2014,10:37,10,2,14,61,63,,,31,36,0.287234043,,Fail,7,6,4,6.5,1.5,3.133333333,7,3.666666667,3,3,6,2.5,HighPower,NoCredentials,Female,BestGrade,1,1,1,0,0,3,+,AgenticMale,Agentic,MaleTarget,4.2,0.484126984,1,
CarletonUniversity,,252,7406697,29,357,330,354,351,448,445,442,339,336,333,6,1,6,2,7,5,6,3,6,3,6,5,5,5,5,1,1,3,2,2,4,4,3,2,3,4,4,4,4,4,3,4,,1,1,3,psychology,0,1,2,1,2,2,2,3,5,3,3,2,2,2,2,3,3,2,1,4,2,3,5,5,4,4,4,2,39.2,7,4,7,6,4,1,4,1,,,,,,,,,,,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,240.9999954,8,29,9,12,14,13,11,10,34,36,35,23,19,20,21,7,32,25,26,28,30,37,33,31,0,27,5,2,4,3,17,16,1,9/9/2014,11:32,9,9,14,31,40,,,31,36,0.042553191,,Fail,6,5.5,4.5,6.5,2,3.333333333,6,2.666666667,3,3,5,2.5,LowPower,Credentials,Female,BestGrade,,1,0,0,1,,,AgenticMale,Agentic,MaleTarget,5.2,-0.515873016,1,
CarletonUniversity,,996,7476407,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,3,,,,,,,,,,,,,,,,,,2,15,1,8,,0,2,2,1,2,,,,,,,,,2,18,,,,,,1,9,,,,,,,68,3,3,7,6,6,1,4,,,,,,,,,,,,9/5/2014,12/8/2014,94,0,1,0,0,,0.5,0,0,0,1,0,0,,,,200,4200,12000,,1,0,3,1,1,0.5,Plastic,,,,12,14,15,17,16,13,,,,11,19,,,2,,4,5,,,,,,0,,,,,,8,7,1,10/10/2014,11:56,10,10,14,61,71,,,31,36,0.372340426,,,,,,,,,,,,,,,LowPower,Credentials,,BestGrade,0,1,0,1,1,3,+,CommunalMale,Communal,MaleTarget,3.6,,-1,
IthacaCollege,10,517,7428114,18,357,331,354,351,348,346,343,340,337,334,7,3,7,3,7,3,7,3,7,2,6,2,2,6,4,1,1,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,2,5,1,5,Exploratory,0,3,2,0,1,2,2,3,1,2,1,5,1,2,10,5,5,3,2,4,1,20,1,7,4,4,4,2,60,5,2,7,7,4,2,6,1,b,9/18/2014,CH,76.5,II-SR,20,7,B,Friday,5,9/15/2014,12/12/2014,88,0,1,0,0,,0.5,0,0,1,1,0,0,,,,6,700,500,,1,0,4,1,1,0.5,Plastic,171.0000029,9,29,10,13,11,12,15,14,32,36,35,8,4,5,6,20,27,22,23,33,30,37,31,34,0,28,19,16,18,17,26,25,1,9/18/2014,13:05,9,18,14,31,49,31,49,31,46,0.034090909,0.034090909,Pass,6.5,6,6,6,2,3.533333333,6,3.833333333,5,5,7,2.5,HighPower,NoCredentials,Female,WorstGrade,0,1,0,1,0,2,-,AgenticMale,Agentic,MaleTarget,4,0.650793651,-1,0
IthacaCollege,100,2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/13/2014,KK,72.5,SR-II,,,,,,9/15/2014,12/12/2014,88,0,1,0,0,,0.5,0,0,1,1,0,0,,,,6,700,500,,1,0,4,1,1,0.5,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,105,31,46,,0.670454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IthacaCollege,101,1907,7563058,19,357,330,354,351,348,345,342,339,336,333,7,5,3,1,6,1,6,1,6,1,4,6,7,5,6,6,2,4,4,4,4,3,2,1,4,4,3,3,2,3,4,4,1,6,1,6,Applied Psychology and IMC,2,1,2,0,1,4,3,3,1,2,4,5,3,2,8,3,4,2,4,6,2,12,2,6,1,4,4,1,66,4,4,6,5,5,1,6,2,a,11/17/2014,EH,72.5,II-SR,10,6,C,Monday,2,9/15/2014,12/12/2014,88,0,1,0,0,,0.5,0,0,1,1,0,0,,,,6,700,500,,1,0,4,1,1,0.5,Plastic,88.00000737,11,29,19,22,20,21,23,24,32,36,35,26,3,4,5,6,34,8,9,30,28,37,27,33,0,31,18,15,17,16,14,13,1,11/17/2014,13:12,11,17,14,92,109,92,109,31,46,0.715909091,0.715909091,Pass,6.5,5,7,4.5,1.5,3.533333333,4.5,4,3,4,6,1.5,LowPower,Credentials,Male,BestGrade,1,1,0,0,1,3,+,CommunalFemale,Communal,FemaleTarget,5.6,0.817460317,-1,1
IthacaCollege,102,1906,7563056,18,357,330,354,351,348,345,342,339,336,333,4,5,6,6,7,6,7,6,4,3,4,3,2,2,3,6,2,4,4,3,4,4,1,2,4,4,3,4,4,3,4,3,1,6,1,8,Computer Science,0,3,1,0,2,3,2,4,2,3,4,4,2,2,12,4,4,2,6,6,1,9,6,5,4,2,3,3,65,4,2,7,7,5,2,15,1,b,11/17/2014,EH,72.5,II-SR,20,7,C,Friday,5,9/15/2014,12/12/2014,88,0,1,0,0,,0.5,0,0,1,1,0,0,,,,6,700,500,,1,0,4,1,1,0.5,Plastic,182.0000011,22,30,2,5,4,7,6,3,29,36,35,20,13,14,15,11,33,9,10,28,32,37,34,31,0,27,26,23,25,24,18,17,1,11/17/2014,13:12,11,17,14,92,109,92,109,31,46,0.715909091,0.715909091,Pass,6,4,3,5,5,3.666666667,5.5,3.833333333,4,4,5,3.5,HighPower,NoCredentials,Male,WorstGrade,1,1,0,1,0,3,+,CommunalMale,Communal,MaleTarget,2.8,0.650793651,1,0
IthacaCollege,103,1938,7567737,18,357,300,354,351,348,345,342,339,336,333,7,1,7,2,6,2,7,1,7,1,7,6,6,7,5,6,1,3,4,3,4,3,1,1,4,2,3,3,3,3,2,3,1,5,1,,Physical Therapy,1,2,2,0,1,2,1,2,2,4,4,4,1,2,15,5,4,2,1,5,2,15,3,6,1,1,5,1,68,6,4,7,7,5,2,20,1,a,11/18/2014,KK,72.5,SR-II,10,7,A,Friday,5,9/15/2014,12/12/2014,88,0,1,0,0,,0.5,0,0,1,1,0,0,,,,6,700,500,,1,0,4,1,1,0.5,Plastic,60.99999854,19,27,10,14,11,12,15,13,34,36,35,18,4,5,6,2,28,8,9,33,29,37,32,31,0,30,23,20,22,21,26,25,1,11/18/2014,14:45,11,18,14,92,110,92,110,31,46,0.727272727,0.727272727,Pass,6.5,7,6.5,7,1.5,3.2,6.5,3.5,5,4,6,2,,NoCredentials,Female,WorstGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,6.2,0.317460317,-1,0
